id,template,count
150,"File ""email server.py"", line <:NUM:>, in new export",25
173,"""POST /hipstershop.CartService/GetCart HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local <:IP:><:PORT:> <:IP:>:<:NUM:> <:IP:><:PORT:> - default",25
141,"""POST /hipstershop.CurrencyService/Convert HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> - default",24
105,ocket.gaierror: [Errno <:NUM:>] Name or service not known,22
145,"warning envoy config StreamAggregatedResources gRPC config stream closed: <:NUM:>, connection error: desc = ""transport: Error while dialing dial tcp: i/o timeout""",19
115,ocket.gaierror: [Errno <:NUM:>] Temporary failure in name resolution,18
117,"""POST /hipstershop.RecommendationService/ListRecommendations HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> - default",18
168,"at <:SERVICE:>.CartServiceImpl.AddItem(AddItemRequest request, ServerCallContext context) in /app/CartServiceImpl.cs:line <:NUM:>",16
112,"File ""/<:SERVICE:>/recommendation server.py"", line <:NUM:>, in new export",15
128,[40m<:ANSI:>info<:ANSI:><:ANSI:><:ANSI:>: Microsoft.Hosting.Lifetime[<:NUM:>],12
143,"""GET / HTTP/<:HTTPVER:>"" <:NUM:> DC downstream remote disconnect - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""k6/<:NUM:>.<:NUM:>.<:NUM:> (https://k6.io/)"" ""<:USERID:>"" ""frontend.ts<:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:*:> - default",10
146,"""POST /cart/checkout HTTP/<:HTTPVER:>"" <:NUM:> DC downstream remote disconnect - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""k6/<:NUM:>.<:NUM:>.<:NUM:> (https://k6.io/)"" ""<:USERID:>"" ""frontend.ts<:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:IP:>:<:NUM:> - default",10
149,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",9
151,"severity: warning, message: failed to send order confirmation to ""someone@example.com"": rpc error: code = Canceled desc = context canceled",9
152,"""POST /hipstershop.CheckoutService/PlaceOrder HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local <:IP:><:PORT:> <:IP:>:<:NUM:> <:IP:><:PORT:> - default",9
153,"""POST /hipstershop.EmailService/SendOrderConfirmation HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local <:IP:><:PORT:> <:IP:>:<:NUM:> <:IP:><:PORT:> - default",9
154,"""POST /hipstershop.CheckoutService/PlaceOrder HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",9
132,"""POST /hipstershop.CartService/GetCart HTTP/<:HTTPVER:>"" <:NUM:> UF upstream reset before response started{connection failure} - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> - <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",8
170,at <:SERVICE:>.cartstore.RedisCartStore.EmptyCartAsync(String userId) in /app/cartstore/RedisCartStore.cs:line <:NUM:>,7
171,"at <:SERVICE:>.CartServiceImpl.EmptyCart(<:SPANID:> request, ServerCallContext context) in /app/CartServiceImpl.cs:line <:NUM:>",7
172,"at <:SERVICE:>.cartstore.RedisCartStore.EmptyCartAsync(String userId) in /app/cartstore/RedisCartStore.cs:line <:NUM:>"")",7
135,"""- - -"" <:NUM:> - - - ""-"" <:*:> <:*:> <:NUM:> - ""-"" ""-"" ""-"" ""-"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> redis-cart.ts.svc.cluster.local -",6
148,"""POST /hipstershop.CurrencyService/Convert HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",6
118,"""POST /hipstershop.RecommendationService/ListRecommendations HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",4
156,"warning envoy config StreamAggregatedResources gRPC config stream closed: <:NUM:>, connection error: desc = ""transport: Error while dialing dial tcp: lookup istiod.istio-system.svc on <:IP:>:<:NUM:>: read udp <:IP:><:PORT:>-><:IP:>:<:NUM:>: i/o timeout""",4
90,"""POST /hipstershop.AdService/GetAds HTTP/<:HTTPVER:>"" <:NUM:> - max duration timeout - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",3
91,"""POST /hipstershop.AdService/GetAds HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",3
121,ut of memory.,3
122,rying to start a grpc server at <:IP:>:<:NUM:>,3
123,eading cart service port from PORT environment variable,3
124,nsecure mode!,3
125,eading host address from LISTEN ADDR environment variable,3
126,tarted as process with id <:NUM:>,3
127,Content root path: /app,3
129,Hosting environment: Production,3
130,Application started. Press Ctrl+C to shut down.,3
131,Now listening on: http://<:IP:>:<:NUM:>,3
133,"onnecting to Redis: redis-cart:<:NUM:>,ssl=false,allowAdmin=true,connectRetry=<:NUM:>",3
134,eading redis cache address from environment variable REDIS ADDR,3
137,erforming small test,3
138,uccessfully connected to Redis,3
139,mall test result: OK,3
155,"""POST /hipstershop.EmailService/SendOrderConfirmation HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",3
136,"""- - -"" <:NUM:> - - - ""-"" <:SEQ:> <:SEQ:> <:NUM:> - ""-"" ""-"" ""-"" ""-"" ""<:IP:><:PORT:>"" outbound <:NUM:> redis-cart.ts.svc.cluster.local <:IP:><:PORT:> <:IP:>:<:NUM:> <:IP:><:PORT:> - -",2
140,onnection to redis was retored successfully,2
157,"warning envoy config StreamAggregatedResources gRPC config stream closed: <:NUM:>, connection error: desc = ""transport: Error while dialing dial tcp <:IP:>:<:NUM:>: i/o timeout""",2
158,"<:NUM:>/<:NUM:>/<:NUM:> <:NUM:>:<:NUM:>:<:NUM:> Post ""http://jaeger-collector:<:NUM:>/api/traces"": dial tcp: i/o timeout",2
144,"warning envoy config StreamAggregatedResources gRPC config stream closed: <:NUM:>, connection error: desc = ""transport: authentication handshake failed: context deadline exceeded""",1
147,"warning envoy config StreamAggregatedResources gRPC config stream closed: <:NUM:>, connection error: desc = ""transport: Error while dialing dial tcp: lookup istiod.istio-system.svc on <:IP:>:<:NUM:>: no such host""",1
159,"""POST /hipstershop.CartService/AddItem HTTP/<:HTTPVER:>"" <:NUM:> UF upstream reset before response started{connection failure} - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> - <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",1
174,"""POST /cart HTTP/<:HTTPVER:>"" <:NUM:> DC downstream remote disconnect - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""k6/<:NUM:>.<:NUM:>.<:NUM:> (https://k6.io/)"" ""<:USERID:>"" ""frontend.ts<:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:IP:><:PORT:> - default",1
175,"""POST /hipstershop.CartService/AddItem HTTP/<:HTTPVER:>"" <:NUM:> - http2.remote reset - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local <:IP:><:PORT:> <:IP:>:<:NUM:> <:IP:><:PORT:> - default",1
