fault_id,orig_fault_id,fault_level,fault_entity,fault_type,fault_st_time,fault_ed_time,fault_duration,fault_message,augmented
90,10092,service_instance,redisservice1,[memory_anomalies],2021-07-22 08:37:57.750,2021-07-22 08:47:57.750,600.0,"2021-07-22 08:47:58,682 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-22 08:37:57.750532 and lasts 600 seconds and use 1g memory",False
91,10169,service_instance,webservice2,[file moving program],2021-07-22 12:00:00.452,2021-07-22 12:10:00.452,600.0,"2021-07-22 12:10:00,567 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-22 12:00:00.452881, last for 600 seconds",False
92,10375,service_instance,mobservice1,[login failure],2021-07-22 20:06:09.376,2021-07-22 20:06:20.376,11.0,"2021-07-22 20:06:09,376 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | fc63c32433e93ec1 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",False
93,10405,service_instance,mobservice1,[login failure],2021-07-22 21:21:11.897,2021-07-22 21:21:22.897,11.0,"2021-07-22 21:21:11,897 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 3c59f8135c951a98 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",False
94,10462,service_instance,mobservice2,[login failure],2021-07-22 23:28:03.267,2021-07-22 23:28:14.267,11.0,"2021-07-22 23:28:03,267 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 86757711069d3260 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",False
95,10537,service_instance,mobservice1,[login failure],2021-07-23 02:25:20.822,2021-07-23 02:25:31.822,11.0,"2021-07-23 02:25:20,822 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | efe67701f67d4af3 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",False
96,10595,service_instance,redisservice2,[memory_anomalies],2021-07-23 04:46:56.668,2021-07-23 04:56:56.668,600.0,"2021-07-23 04:56:57,577 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-23 04:46:56.668918 and lasts 600 seconds and use 1g memory",False
97,10669,service_instance,dbservice1,[access permission denied exception],2021-07-23 08:00:00.237,2021-07-23 09:00:00.237,3600.0,"2021-07-23 08:00:00,237 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",False
98,2320,service_instance,webservice2,[file moving program],2021-09-01 01:00:00.000,2021-09-01 01:10:00.000,600.0,"2021-07-05 16:10:00,749 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-05 16:00:00.625877, last for 600 seconds",True
99,3479,service_instance,mobservice1,[normal memory freed label],2021-09-01 01:12:00.000,2021-09-01 01:22:00.000,600.0,"2021-07-08 07:49:26,053 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | [normal memory freed label] lasts ten minutes",True
100,3648,service_instance,webservice1,[file moving program],2021-09-01 01:24:00.000,2021-09-01 01:34:00.000,600.0,"2021-07-08 20:10:00,291 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-08 20:00:00.192791, last for 600 seconds",True
101,3745,service_instance,webservice2,[file moving program],2021-09-01 01:36:00.000,2021-09-01 01:46:00.000,600.0,"2021-07-09 01:10:00,685 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-09 01:00:00.572754, last for 600 seconds",True
102,3807,service_instance,webservice2,[normal memory freed label],2021-09-01 01:48:00.000,2021-09-01 01:58:00.000,600.0,"2021-07-09 05:16:48,226 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [normal memory freed label] lasts ten minutes",True
103,4157,service_instance,redisservice1,[normal memory freed label],2021-09-01 02:00:00.000,2021-09-01 02:10:00.000,600.0,"2021-07-10 03:01:16,899 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [normal memory freed label] lasts ten minutes",True
104,4176,service_instance,webservice1,[file moving program],2021-09-01 02:12:00.000,2021-09-01 02:22:00.000,600.0,"2021-07-10 04:10:01,067 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-10 04:00:00.967689, last for 600 seconds",True
105,4374,service_instance,webservice1,[file moving program],2021-09-01 02:24:00.000,2021-09-01 02:34:00.000,600.0,"2021-07-10 16:10:00,835 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-10 16:00:00.737905, last for 600 seconds",True
106,7107,service_instance,loginservice1,[normal memory freed label],2021-09-01 02:36:00.000,2021-09-01 02:46:00.000,600.0,"2021-07-16 02:03:28,070 | WARNING | 0.0.0.3 | 172.17.0.3 | loginservice1 | [normal memory freed label] lasts ten minutes",True
107,7224,service_instance,dbservice1,[access permission denied exception],2021-09-01 02:48:00.000,2021-09-01 03:48:00.000,3600.0,"2021-07-16 08:00:00,652 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",True
108,7601,service_instance,dbservice1,[access permission denied exception],2021-09-01 03:50:00.000,2021-09-01 04:50:00.000,3600.0,"2021-07-17 00:01:00,582 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",True
109,7801,service_instance,webservice1,[file moving program],2021-09-01 04:52:00.000,2021-09-01 05:02:00.000,600.0,"2021-07-17 08:10:00,575 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-17 08:00:00.478140, last for 600 seconds",True
110,9125,service_instance,webservice1,[file moving program],2021-09-01 05:04:00.000,2021-09-01 05:14:00.000,600.0,"2021-07-20 16:10:00,458 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-20 16:00:00.371077, last for 600 seconds",True
111,9196,service_instance,dbservice2,[access permission denied exception],2021-09-01 05:16:00.000,2021-09-01 06:16:00.000,3600.0,"2021-07-20 20:00:00,700 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",True
112,9302,service_instance,webservice2,[normal memory freed label],2021-09-01 06:18:00.000,2021-09-01 06:28:00.000,600.0,"2021-07-21 00:26:09,148 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [normal memory freed label] lasts ten minutes",True
113,9887,service_instance,webservice1,[file moving program],2021-09-01 06:30:00.000,2021-09-01 06:40:00.000,600.0,"2021-07-22 01:10:00,698 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-22 01:00:00.679067, last for 600 seconds",True
114,10169,service_instance,webservice2,[file moving program],2021-09-01 06:42:00.000,2021-09-01 06:52:00.000,600.0,"2021-07-22 12:10:00,567 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-22 12:00:00.452881, last for 600 seconds",True
115,10669,service_instance,dbservice1,[access permission denied exception],2021-09-01 06:54:00.000,2021-09-01 07:54:00.000,3600.0,"2021-07-23 08:00:00,237 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",True
116,2320,service_instance,webservice2,[file moving program],2021-09-01 07:56:00.000,2021-09-01 08:06:00.000,600.0,"2021-07-05 16:10:00,749 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-05 16:00:00.625877, last for 600 seconds",True
117,3479,service_instance,mobservice1,[normal memory freed label],2021-09-01 08:08:00.000,2021-09-01 08:18:00.000,600.0,"2021-07-08 07:49:26,053 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | [normal memory freed label] lasts ten minutes",True
118,3648,service_instance,webservice1,[file moving program],2021-09-01 08:20:00.000,2021-09-01 08:30:00.000,600.0,"2021-07-08 20:10:00,291 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-08 20:00:00.192791, last for 600 seconds",True
119,3745,service_instance,webservice2,[file moving program],2021-09-01 08:32:00.000,2021-09-01 08:42:00.000,600.0,"2021-07-09 01:10:00,685 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-09 01:00:00.572754, last for 600 seconds",True
120,3807,service_instance,webservice2,[normal memory freed label],2021-09-01 08:44:00.000,2021-09-01 08:54:00.000,600.0,"2021-07-09 05:16:48,226 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [normal memory freed label] lasts ten minutes",True
121,4157,service_instance,redisservice1,[normal memory freed label],2021-09-01 08:56:00.000,2021-09-01 09:06:00.000,600.0,"2021-07-10 03:01:16,899 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [normal memory freed label] lasts ten minutes",True
122,4176,service_instance,webservice1,[file moving program],2021-09-01 09:08:00.000,2021-09-01 09:18:00.000,600.0,"2021-07-10 04:10:01,067 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-10 04:00:00.967689, last for 600 seconds",True
123,4374,service_instance,webservice1,[file moving program],2021-09-01 09:20:00.000,2021-09-01 09:30:00.000,600.0,"2021-07-10 16:10:00,835 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-10 16:00:00.737905, last for 600 seconds",True
124,7107,service_instance,loginservice1,[normal memory freed label],2021-09-01 09:32:00.000,2021-09-01 09:42:00.000,600.0,"2021-07-16 02:03:28,070 | WARNING | 0.0.0.3 | 172.17.0.3 | loginservice1 | [normal memory freed label] lasts ten minutes",True
125,7224,service_instance,dbservice1,[access permission denied exception],2021-09-01 09:44:00.000,2021-09-01 10:44:00.000,3600.0,"2021-07-16 08:00:00,652 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",True
126,7601,service_instance,dbservice1,[access permission denied exception],2021-09-01 10:46:00.000,2021-09-01 11:46:00.000,3600.0,"2021-07-17 00:01:00,582 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",True
127,7801,service_instance,webservice1,[file moving program],2021-09-01 11:48:00.000,2021-09-01 11:58:00.000,600.0,"2021-07-17 08:10:00,575 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-17 08:00:00.478140, last for 600 seconds",True
128,9125,service_instance,webservice1,[file moving program],2021-09-01 12:00:00.000,2021-09-01 12:10:00.000,600.0,"2021-07-20 16:10:00,458 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-20 16:00:00.371077, last for 600 seconds",True
129,9196,service_instance,dbservice2,[access permission denied exception],2021-09-01 12:12:00.000,2021-09-01 13:12:00.000,3600.0,"2021-07-20 20:00:00,700 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",True
130,9302,service_instance,webservice2,[normal memory freed label],2021-09-01 13:14:00.000,2021-09-01 13:24:00.000,600.0,"2021-07-21 00:26:09,148 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [normal memory freed label] lasts ten minutes",True
131,9887,service_instance,webservice1,[file moving program],2021-09-01 13:26:00.000,2021-09-01 13:36:00.000,600.0,"2021-07-22 01:10:00,698 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-22 01:00:00.679067, last for 600 seconds",True
132,10169,service_instance,webservice2,[file moving program],2021-09-01 13:38:00.000,2021-09-01 13:48:00.000,600.0,"2021-07-22 12:10:00,567 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-22 12:00:00.452881, last for 600 seconds",True
133,10669,service_instance,dbservice1,[access permission denied exception],2021-09-01 13:50:00.000,2021-09-01 14:50:00.000,3600.0,"2021-07-23 08:00:00,237 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",True
134,2320,service_instance,webservice2,[file moving program],2021-09-01 14:52:00.000,2021-09-01 15:02:00.000,600.0,"2021-07-05 16:10:00,749 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-05 16:00:00.625877, last for 600 seconds",True
135,3479,service_instance,mobservice1,[normal memory freed label],2021-09-01 15:04:00.000,2021-09-01 15:14:00.000,600.0,"2021-07-08 07:49:26,053 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | [normal memory freed label] lasts ten minutes",True
136,3648,service_instance,webservice1,[file moving program],2021-09-01 15:16:00.000,2021-09-01 15:26:00.000,600.0,"2021-07-08 20:10:00,291 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-08 20:00:00.192791, last for 600 seconds",True
137,3745,service_instance,webservice2,[file moving program],2021-09-01 15:28:00.000,2021-09-01 15:38:00.000,600.0,"2021-07-09 01:10:00,685 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-09 01:00:00.572754, last for 600 seconds",True
138,3807,service_instance,webservice2,[normal memory freed label],2021-09-01 15:40:00.000,2021-09-01 15:50:00.000,600.0,"2021-07-09 05:16:48,226 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [normal memory freed label] lasts ten minutes",True
139,4157,service_instance,redisservice1,[normal memory freed label],2021-09-01 15:52:00.000,2021-09-01 16:02:00.000,600.0,"2021-07-10 03:01:16,899 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [normal memory freed label] lasts ten minutes",True
140,4176,service_instance,webservice1,[file moving program],2021-09-01 16:04:00.000,2021-09-01 16:14:00.000,600.0,"2021-07-10 04:10:01,067 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-10 04:00:00.967689, last for 600 seconds",True
141,4374,service_instance,webservice1,[file moving program],2021-09-01 16:16:00.000,2021-09-01 16:26:00.000,600.0,"2021-07-10 16:10:00,835 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-10 16:00:00.737905, last for 600 seconds",True
142,7107,service_instance,loginservice1,[normal memory freed label],2021-09-01 16:28:00.000,2021-09-01 16:38:00.000,600.0,"2021-07-16 02:03:28,070 | WARNING | 0.0.0.3 | 172.17.0.3 | loginservice1 | [normal memory freed label] lasts ten minutes",True
143,7224,service_instance,dbservice1,[access permission denied exception],2021-09-01 16:40:00.000,2021-09-01 17:40:00.000,3600.0,"2021-07-16 08:00:00,652 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",True
144,7601,service_instance,dbservice1,[access permission denied exception],2021-09-01 17:42:00.000,2021-09-01 18:42:00.000,3600.0,"2021-07-17 00:01:00,582 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",True
145,7801,service_instance,webservice1,[file moving program],2021-09-01 18:44:00.000,2021-09-01 18:54:00.000,600.0,"2021-07-17 08:10:00,575 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-17 08:00:00.478140, last for 600 seconds",True
146,9125,service_instance,webservice1,[file moving program],2021-09-01 18:56:00.000,2021-09-01 19:06:00.000,600.0,"2021-07-20 16:10:00,458 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-20 16:00:00.371077, last for 600 seconds",True
147,9196,service_instance,dbservice2,[access permission denied exception],2021-09-01 19:08:00.000,2021-09-01 20:08:00.000,3600.0,"2021-07-20 20:00:00,700 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",True
148,9302,service_instance,webservice2,[normal memory freed label],2021-09-01 20:10:00.000,2021-09-01 20:20:00.000,600.0,"2021-07-21 00:26:09,148 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [normal memory freed label] lasts ten minutes",True
149,9887,service_instance,webservice1,[file moving program],2021-09-01 20:22:00.000,2021-09-01 20:32:00.000,600.0,"2021-07-22 01:10:00,698 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-22 01:00:00.679067, last for 600 seconds",True
150,10169,service_instance,webservice2,[file moving program],2021-09-01 20:34:00.000,2021-09-01 20:44:00.000,600.0,"2021-07-22 12:10:00,567 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-22 12:00:00.452881, last for 600 seconds",True
151,10669,service_instance,dbservice1,[access permission denied exception],2021-09-01 20:46:00.000,2021-09-01 21:46:00.000,3600.0,"2021-07-23 08:00:00,237 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",True
