id,template,count
116,"""POST /cart HTTP/<:HTTPVER:>"" <:NUM:> DC downstream remote disconnect - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""k6/<:NUM:>.<:NUM:>.<:NUM:> (https://k6.io/)"" ""<:USERID:>"" ""frontend.ts<:PORT:>"" <:*:> inbound <:NUM:> <:IP:><:PORT:> <:*:> <:IP:>:<:NUM:> - default",8
110,"at <:SERVICE:>.CartServiceImpl.AddItem(AddItemRequest request, ServerCallContext context) in /app/CartServiceImpl.cs:line <:NUM:>",6
117,"File ""/usr/local/lib/python3.<:NUM:>/http/client.py"", line <:NUM:>, in connect",6
119,self. http.endheaders(),6
120,"File ""/usr/local/lib/python3.<:NUM:>/http/client.py"", line <:NUM:>, in endheaders",6
122,"for res in getaddrinfo(host, port, <:NUM:>, SOCK STREAM):",6
123,"File ""/usr/local/lib/python3.<:NUM:>/socket.py"", line <:NUM:>, in create connection",6
124,"(self.host,self.port), self.timeout, self.source address)",6
125,self.http transport.flush(),6
126,"File ""/usr/local/lib/python3.<:NUM:>/socket.py"", line <:NUM:>, in getaddrinfo",6
127,"for res in socket.getaddrinfo(host, port, family, type, proto, flags):",6
128,RROR:opentelemetry.sdk.trace.export:Exception while exporting Span batch.,6
129,raceback (most recent call last):,6
130,"File ""/usr/local/lib/python3.<:NUM:>/site-packages/opentelemetry/sdk/trace/export/ init py"", line <:NUM:>, in export",6
131,self.collector.submit(batch),6
132,"File ""/usr/local/lib/python3.<:NUM:>/site-packages/opentelemetry/exporter/jaeger/ init py"", line <:NUM:>, in submit",6
133,"File ""/usr/local/lib/python3.<:NUM:>/site-packages/thrift/transport/THttpClient.py"", line <:NUM:>, in flush",6
134,"self. send output(message body, encode chunked=encode chunked)",6
135,"File ""/usr/local/lib/python3.<:NUM:>/http/client.py"", line <:NUM:>, in send output",6
136,self.send(msg),6
137,"File ""/usr/local/lib/python3.<:NUM:>/http/client.py"", line <:NUM:>, in send",6
138,self.connect(),6
139,self.span exporter.export(self.spans list[:idx]) # type: ignore,6
149,<:NUM:>/<:NUM:>/<:NUM:> <:NUM:>:<:NUM:>:<:NUM:> failed to upload traces; HTTP status code: <:NUM:>,5
150,"""POST /api/traces HTTP/<:HTTPVER:>"" <:NUM:> UC upstream reset before response started{connection termination} - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""Go-http-client/<:NUM:>.<:NUM:>"" ""<:USERID:>"" ""jaeger-collector:<:NUM:>"" ""<:IP:><:PORT:>"" outbound <:NUM:> jaeger-collector.ts.svc.cluster.local <:*:> <:IP:>:<:NUM:> <:*:> - default",5
118,"File ""/<:SERVICE:>/recommendation server.py"", line <:NUM:>, in new export",4
121,ocket.gaierror: [Errno <:NUM:>] Temporary failure in name resolution,4
201,at java.net.<:SPANID:>.lookupAllHostAddr(Native Method),4
202,ava.net.UnknownHostException: jaeger-collector: Temporary failure in name resolution,4
205,at java.net.InetAddress$<:NUM:>.lookupAllHostAddr(InetAddress.java:<:NUM:>),4
206,at java.net.InetAddress.getAddressesFromNameService(InetAddress.java:<:NUM:>),4
214,[40m<:ANSI:>info<:ANSI:><:ANSI:><:ANSI:>: Microsoft.Hosting.Lifetime[<:NUM:>],4
223,"""- - -"" <:NUM:> - - - ""-"" <:*:> <:*:> <:NUM:> - ""-"" ""-"" ""-"" ""-"" ""<:IP:>:<:NUM:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:>:<:NUM:> <:IP:><:PORT:> outbound <:NUM:> redis-cart.ts.svc.cluster.local -",4
189,"""POST /hipstershop.AdService/GetAds HTTP/<:HTTPVER:>"" <:NUM:> - max duration timeout - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> <:IP:><:PORT:> <:IP:><:PORT:> <:*:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",3
228,"severity: warning, message: failed to send order confirmation to ""someone@example.com"": rpc error: code = Canceled desc = context canceled",3
111,"at <:SERVICE:>.CartServiceImpl.EmptyCart(<:SPANID:> request, ServerCallContext context) in /app/CartServiceImpl.cs:line <:NUM:>",2
112,at <:SERVICE:>.cartstore.RedisCartStore.EmptyCartAsync(String userId) in /app/cartstore/RedisCartStore.cs:line <:NUM:>,2
113,"at <:SERVICE:>.cartstore.RedisCartStore.EmptyCartAsync(String userId) in /app/cartstore/RedisCartStore.cs:line <:NUM:>"")",2
144,"warning envoy config StreamAggregatedResources gRPC config stream closed: <:NUM:>, connection error: desc = ""transport: Error while dialing dial tcp <:IP:>:<:NUM:>: i/o timeout""",2
152,"severity: warning, message: failed to send order confirmation to ""someone@example.com"": rpc error: code = Unavailable desc = connection error: desc = ""transport: Error while dialing dial tcp: i/o timeout""",2
229,"File ""email server.py"", line <:NUM:>, in new export",2
230,ocket.gaierror: [Errno <:NUM:>] Name or service not known,2
145,"warning envoy config StreamAggregatedResources gRPC config stream closed: <:NUM:>, connection closed",1
146,"severity: warning, message: failed to query product by id: driver: bad connection",1
147,"warning envoy config StreamAggregatedResources gRPC config stream closed: <:NUM:>, connection error: desc = ""transport: Error while dialing dial tcp: lookup istiod.istio-system.svc on <:IP:>:<:NUM:>: no such host""",1
208,ut of memory.,1
209,nsecure mode!,1
210,rying to start a grpc server at <:IP:>:<:NUM:>,1
211,eading cart service port from PORT environment variable,1
212,eading host address from LISTEN ADDR environment variable,1
213,tarted as process with id <:NUM:>,1
215,Hosting environment: Production,1
216,Now listening on: http://<:IP:>:<:NUM:>,1
217,Application started. Press Ctrl+C to shut down.,1
218,Content root path: /app,1
219,eading redis cache address from environment variable REDIS ADDR,1
220,"onnecting to Redis: redis-cart:<:NUM:>,ssl=false,allowAdmin=true,connectRetry=<:NUM:>",1
221,"""POST /hipstershop.CartService/GetCart HTTP/<:HTTPVER:>"" <:NUM:> UF upstream reset before response started{connection failure} - ""-"" <:NUM:> <:NUM:> <:NUM:> - ""-"" ""grpc-go/<:GRPCVER:>"" ""<:USERID:>"" ""<:SERVICE:><:PORT:>"" ""<:IP:><:PORT:>"" inbound <:NUM:> - <:IP:><:PORT:> <:IP:><:PORT:> outbound <:NUM:> <:SERVICE:>.ts.svc.cluster.local default",1
222,"""- - -"" <:NUM:> - - - ""-"" <:SEQ:> <:SEQ:> <:NUM:> - ""-"" ""-"" ""-"" ""-"" ""<:IP:>:<:NUM:>"" outbound <:NUM:> redis-cart.ts.svc.cluster.local <:IP:><:PORT:> <:IP:>:<:NUM:> <:IP:><:PORT:> - -",1
224,erforming small test,1
225,uccessfully connected to Redis,1
226,onnection to redis was retored successfully,1
227,mall test result: OK,1
